Meme,ExpectedQueries,Meaning,Context,Example,AntiPattern,Origin,SafetyLevel,TargetAge,Tone,Category
레게노,"레전드, 전설, 역대급, 웃김, 대박",LEGEND'의 'D'를 'O'로 잘못 읽어 생긴 밈. 전설적인 상황을 뜻함.,다시 나오기 힘들 만큼 웃기거나 멋진 장면을 봤을 때.,"""오늘 방송 진짜 레게노 찍었다.""",맞춤법을 몰라서 틀린 게 아님을 인지해야 함.,유튜버 우왁굳,"[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 실수를 밈으로 승화시킨 것으로, 역대급 사건을 칭할 때 씀.","[10-20대: 인방 시청] / [30대 이상: 전설로 이해] 회식 자리에서 전설적인 에피소드가 나왔을 때 ""오늘 레게노 찍었네요""라고 호응.",감탄/칭찬,인방
마상,"마음의 상처, 상처받음, 삐짐, 서운, 맴찢","""마음의 상처"" 줄임말.",상대방의 말에 상처받았음을 가볍게 표현할 때.,"""너 아까 그 말, 나 진짜 마상이었어.""",진지하게 따지기보다 애교 섞인 투정으로 주로 사용.,줄임말,"[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 상처받은 마음을 무겁지 않게, 애교 섞어 표현함.","[10-30대: 여성층] / [40대 이상: 이해 필요] 동료의 거절이나 지적에 대해 ""저 마상 입었어요""라며 가볍게 투정 부리기.",서운/투정,감정
군싹,"군침, 먹방, 맛있겠다, 탐난다, 루피","""군침이 싹 도네""의 줄임말. (잔망루피 짤과 함께 유행).",맛있는 음식을 보거나 탐나는 물건/기회를 봤을 때.,"""치킨 비주얼 보니까 군싹이네.""",음흉한 의도를 가지고 사람에게 쓰면 성희롱 소지 있음.,뽀로로 루피,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 식욕이나 욕망을 캐릭터(루피)와 결합해 귀엽게 표현.,"[10-30대: 캐릭터 선호] 맛있는 간식을 보거나 퇴근 시간이 다가올 때 ""군침이 싹 도네""라며 기대감 표출.",식탐/욕망,캐릭터
1도모르겠다,"전혀 모름, 하나도 모름, 이해 불가, 낫띵, 백지","""하나도 모르겠다""를 강조한 표현. (헨리 유행어).",설명이 너무 어렵거나 상황이 이해가 안 될 때.,"""수학 문제는 봐도 봐도 1도 모르겠다.""",이제는 거의 표준어처럼 정착된 표현.,MBC 헨리,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 전혀 모른다는 것을 강조하는 표준어급 유행어.,"[전 연령대: 사용 가능] 업무 지시가 너무 복잡할 때 ""솔직히 1도 모르겠어요""라고 솔직하게 고백.",답답/무지,관용구
만반잘부,"인사, 소개, 첫 만남, 잘 부탁해, 줄임말","""만나서 반가워 잘 부탁해""의 줄임말.",새 학기나 모임에서 첫인사를 건넬 때 가볍게 사용.,"""다들 안녕? 신입이야. 만반잘부!""",격식 있는 자리(면접 등)에서는 사용 금지.,신조어 줄임말,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 신규 진입자를 환영하는 긍정적이고 개방적인 용어임.,"[10-20대: 신입] / [30대 이상: 센스] 신입 사원이나 새로운 프로젝트 팀에서 첫인사를 건넬 때 ""만반잘부 부탁드려요""라며 활기차게.",친근/인사,인사
좋댓구알,"유튜버, 구독, 홍보, 좋아요, 알림설정","""좋아요, 댓글, 구독, 알림 설정""의 줄임말.","자신의 콘텐츠나 주장을 널리 알려달라고 할 때, 혹은 유튜버 흉내.","""제 얘기가 공감되시면 좋댓구알 부탁드립니다~""","단순히 '알았다'는 뜻의 '구알'로 오해하면 안 되며, 반드시 유튜브 생태계의 소통 맥락에서 사용해야 함.",유튜브,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 유튜브 문화를 차용해 홍보나 관심을 요청할 때 씀.,"[전 연령대: 유튜브 시청] 사내 게시판에 글을 올리고 동료들에게 ""좋댓구알 부탁합니다""라고 너스레 떨기.",홍보/유머,유튜브
구취,"구독 취소, 손절, 실망, 안 봄, 언팔","""구독 취소""의 줄임말.",유튜버나 크리에이터에게 실망했음을 알릴 때.,"""형, 이번 영상은 선 넘었다. 구취한다.""","장난으로 협박할 때도 쓰임 (""재미없으면 구취함"").",유튜브 용어,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 실망감을 장난스럽게 표현하며 관계를 끊겠다고 협박(장난).,"[10-20대: 유튜브 세대] 동료가 재미없는 농담을 했을 때 ""그 개그는 구취(구독 취소) 감인데요""라고 받아치기.",실망/경고,유튜브
비담,"비주얼 담당, 잘생김, 예쁨, 센터, 간판",아이돌 그룹 내에서 외모를 담당하는 멤버.,모임이나 그룹에서 외모가 뛰어난 사람을 치켜세울 때.,"""네가 우리 동아리 비담이잖아. 앞에서 홍보 좀 해.""",외모 지상주의로 비칠 수 있으니 외모가 아닌 실력을 강조해야 하는 자리에서는 사용에 주의.,아이돌 팬덤,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 외모 칭찬을 아이돌 용어에 빗대어 기분 좋게 전달.,"[10-20대: 아이돌 팬] / [30대 이상: 칭찬] 팀 내에서 인상이 좋은 직원을 ""우리 팀 비주얼 담당(비담)""이라고 소개.",칭찬/역할,아이돌
최애,"가장 사랑함, 페이보릿, 본진, 픽","""최고로 애정하는(1순위)"" / ""차선으로 애정하는(2순위)"" 대상.","자신이 가장 좋아하는 연예인, 캐릭터, 음식 등을 소개할 때.","""내 최애는 떡볶이고, 차애는 치킨이야.""","단순히 '좋아하는 것'보다 훨씬 깊은 애정을 뜻하므로, 가볍게 좋아하는 것에는 '취향'이라는 단어가 더 적절할 수 있음.",일본어 유래 설,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 개인의 취향과 열정을 나타내는 표현으로 매우 건전함.,"[전 연령대: 권장] 점심 메뉴나 선호하는 연예인을 말할 때 ""제 최애 맛집은 여기예요""라고 소개.",애정/선호,덕질
차애,두 번째,"""차선으로 애정하는(2순위)"" 대상.","자신이 가장 좋아하는 것 다음으로 연예인, 캐릭터, 음식 등을 소개할 때.","""내 최애는 떡볶이고, 차애는 치킨이야.""","차애라고 해서 애정의 크기가 작은 것이 아니므로, 순위를 매기는 것에 민감한 팬들 앞에서는 주의.",일본어 유래 설,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 개인의 취향과 열정을 나타내는 표현으로 매우 건전함.,"[전 연령대: 권장] 점심 메뉴나 선호하는 연예인을 말할 때 ""제 최애 맛집은 여기예요""라고 소개.",애정/선호,덕질
덕질,"팬 활동, 수집, 오타쿠, 덕후, 취미",어떤 분야를 열성적으로 좋아하여 파고드는 행위 (오덕질).,"아이돌 앨범을 사거나, 애니메이션 굿즈를 모으는 등 취미 생활.","""요즘 바빠서 덕질할 시간이 없네.""","오타쿠'라는 표현의 부정적 뉘앙스를 희석한 단어지만, 여전히 과몰입에 대한 거부감이 있는 자리에서는 순화 필요.",오타쿠 -> 덕후,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 열정적인 취미 생활을 설명할 때 젊은 세대의 공감을 사기 좋음.,"[전 연령대: 취미 공유] 주말에 뭐 했냐는 질문에 ""집에서 넷플릭스 덕질했습니다""라고 편하게 대답.",열정/취미,덕질
하면해(HMH),"실행력, 결단, 쿨함, 한다면 한다, 직진","""한다고 말하면 진짜로 한다""는 뜻. 망설임 없는 실행력 강조.",무언가를 결심하고 바로 실행에 옮기겠다는 의지를 보여줄 때.,"""나 다이어트 시작했어. 나 하면 해(HMH)인 거 알지?""",억지로 줄인 말 느낌이 있어 맥락 설명이 필요할 수 있음.,Z세대 유행어,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 실행력을 강조하는 Z세대의 쿨한 태도를 보여줌.,"[10-20대: 챌린지 세대] 업무 목표를 달성하겠다는 강한 의지를 ""저 하면 해(HMH)인 거 아시죠?""라며 어필.",의지/자신감,태도
가면가(GMG),"추진력, 불도저, 간다면 간다, 약속 이행, 여행","""간다고 하면 진짜로 간다"". 여행이나 장소 이동에 대한 추진력.",친구들과 여행 계획을 짤 때 흐지부지하지 않고 바로 떠날 때.,"""우리 이번 주말 부산 콜? 나 가면 가(GMG)야.""","실제 영어권에서 쓰는 표현이 아니라 한국식 줄임말을 영어화한 밈이므로, 외국인에게 진짜 영어로 쓰면 소통 불가.",Z세대 유행어,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 즉흥적인 여행이나 이동에 대한 추진력을 자랑할 때 사용.,"[10-20대: 챌린지 세대] 망설이는 동료들에게 ""일단 출발합시다, 전 가면 가(GMG)니까요""라고 리드.",추진/실행,태도
땡큐밈,"감사, Thank you, 쉐쉐, 밈 댄스, 리액션","특유의 제스처나 억양으로 ""Thank you""를 하는 숏폼 밈.",가볍게 고마움을 표현하거나 숏폼 챌린지를 따라 할 때.,"""도와줘서 땡큐~ (춤추며)""",상황에 맞지 않는 과한 제스처는 비호감.,틱톡/릴스,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 고마움을 역동적이고 유쾌하게 표현하는 리액션.,"[10-20대: 숏폼] 동료가 작은 도움을 줬을 때 숏폼 춤 동작을 살짝 섞어 ""땡큐~""라고 하면 분위기 업.",유쾌/감사,챌린지
갈테야테야,"고집, 갈 거야, 귀여움, 앙탈, 의지","""갈 거야""를 귀엽게 발음하거나 노래 가사처럼 반복한 말.",말리는 상황에서도 굳이 가겠다거나 하겠다고 귀엽게 고집부릴 때.,"""나도 데려가! 나도 갈테야테야!""",진지하게 화가 나서 재촉하는 상황에서 쓰면 분위기가 묘해질 수 있으니 즐거운 상황에서만 쓸 것.,노래 가사/유아어,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 귀여운 고집을 부릴 때 사용하는 애교 섞인 표현.,"[10-20대: 친구/연인] 회식 2차 가고 싶을 때 ""저도 갈테야테야!""라고 장난스럽게 의지 표명.",귀여움/고집,말투
나랑예카에서각할모할사람?,"각 잡고 할 일, 모각코, 카공, 집중, 갓생","""각 잡고 할 일 모여서 할 사람""의 줄임. (나랑 예카에서...?).",예쁜 카페(예카) 등에서 모여서 서로 공부나 업무에 집중할 파티원 모집.,"""이번 주말 성수동에서 각할모 구함. 빡집중 모드.""","예카'는 인스타 감성이 중요한 요소이므로, 평범한 프랜차이즈 카페에 가면서 이 문구를 쓰면 밈의 맛이 안 삶.",Z세대 커뮤니티,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 함께 모여 집중해서 일/공부하자는 건전한 제안.,"[10-20대: 갓생러] 주말에 동료들과 카페에서 자기계발 모임을 만들 때 ""우리 각할모 할까요?""라고 제안.",성실/모임,공부/생활
감다살,"폼 미쳤다, 드립 부활, 센스쟁이, 예능감, 칭찬","""감 다 살았네""의 줄임말. (예능감/센스가 돌아왔다).",한동안 재미없던 사람이 다시 웃긴 드립을 쳤을 때 칭찬으로.,"""오~ 방금 그 드립 인정. 너 감다살이다?""",반대로 감이 떨어진 상황에서 비꼬는 의미(감다죽)로 쓰일 수도 있으니 톤 조절에 주의.,인터넷 방송,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 상대방의 유머 감각을 칭찬하는 최고의 리액션.,"[10-20대: 주사용층] / [30대: 센스 칭찬] 부장님의 아재 개그가 의외로 웃길 때 ""오, 감 다 사셨는데요?""라고 띄워주기.",칭찬/인정,인방
감다뒤,"노잼, 갑분싸, 눈치 없음, 퇴물, 감 떨어짐","""감 다 뒤졌네""의 줄임말. (재미없다, 감 잃었다).",기대했는데 재미없는 농담을 하거나 분위기 파악 못 할 때.,"""아... 그건 좀 아니지. 형 감다뒤네 진짜.""",상대방을 무시하는 말이므로 친한 사이가 아니면 사용 자제.,인터넷 방송,"[낀세대: Danger] / [외국인: Danger] / [복학생: Danger] 상대를 면전에서 ""재미없다""고 무시하는 말이니 주의.",[10-20대: 친구] / [30대 이상: 기분 나쁨] 정말 친한 사이가 아니면 농담이라도 쓰지 않는 것이 사회생활의 지혜.,비난/실망,인방
싹싹,"빌기, 사과, 부탁, 제발, 싹싹 빌다","손이 발이 되도록 싹싹 비는 행위, 혹은 그런 춤/제스처.",잘못을 했거나 간절하게 부탁할 때 귀엽거나 처절하게 표현.,"""한 번만 봐주라. 내가 이렇게 싹싹 빌게.""","정중하게 비는 행위(싹싹 빌다)와 혼동될 수 있으나, 밈으로서는 '완벽한 처리'의 쾌감을 의미함.",관용구 / 빌리 밈,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 잘못을 인정하거나 부탁할 때 귀엽게 어필하는 행동.,"[전 연령대: 유머] 실수했을 때 ""제가 싹싹 빌겠습니다""라며 비는 시늉을 하면 분위기가 부드럽게 풀림.",사과/부탁,행동
밈터짐,"빵 터짐, 유행 예감, 대박 웃김, 짤 생성, 바이럴","상황 자체가 하나의 밈이 될 정도로 웃기거나, 밈이 폭발적으로 터짐.","웃긴 상황이 발생했거나, 드립이 적중해서 모두가 웃을 때.","""아까 그 표정 봤어? 완전 밈터짐 ㅋㅋㅋ 짤로 써야지.""","단순히 웃긴 것을 넘어 '유행할 것 같다'는 통찰력이 포함된 단어이므로, 혼자만 웃긴 것에는 잘 안 씀.",신조어 조합,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 웃긴 상황이 발생했을 때 즐거움을 표현.,"[10-20대: SNS] 회의 중 발생한 해프닝이 너무 웃길 때 ""이거 완전 밈터짐 각인데요?""라고 반응.",유쾌/폭소,반응
존버왕,"인내심, 버티기 장인, 장기투자, 승리자, 끈기","""존X 버티기(존버)의 왕"". 끝까지 버텨서 승리하는 사람.","주식/코인이 오를 때까지 안 팔고 버티거나, 힘든 상황을 견딜 때.","""내가 바로 이 구역의 존버왕. 결국 해냈다.""",미련하게 버티는 것을 조롱할 때 쓰기도 함.,투자 용어,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 인내심을 유머러스하게 포장하여 힘든 상황을 버티게 함.,"[20-40대: 투자/직장] 승진 누락이나 주식 하락장에서도 ""저는 존버왕이라 끝까지 버팁니다""라고 멘탈 관리.",끈기/자랑,투자/인내
멍때퀸/킹,"멍때리기, 휴식, 아무 생각 없음, 뇌 휴식, 멍한 상태",멍때리기(Zone out)'의 여왕/왕. 아무 생각 없이 멍하니 있는 것을 잘하는 사람.,"업무 중 뇌 과부하가 왔을 때 잠시 쉬고 싶다는 의미로 사용하거나, 멍하니 있는 친구를 놀릴 때.","""나 지금 뇌 정지 왔어. 내가 바로 이 구역의 멍때퀸이야.""",업무 시간에 대놓고 사용하면 농땡이 피우는 것으로 오해받음.,한강 멍때리기 대회,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 바쁜 현대 사회에서 '휴식'의 중요성을 유머러스하게 표현.,"[전 연령대: 직장인/학생] 점심시간 후 나른할 때 ""식곤증 때문에 멍때킹 됐네요""라고 농담.",휴식/유머,상태/대회
말템플릿,"말버릇, 말투, 트위터 밈, 유행어 틀, 주접 멘트",특정 상황에서 쓰기 좋은 정형화된 문장 구조(Template).,SNS에서 주접을 떨거나 상황을 묘사할 때 유행하는 문구 틀을 가져다 쓸 때.,"""요즘 유행하는 말 템플릿 써서 트윗 하나 올려야지.""",템플릿의 원래 맥락을 모르고 엄숙한 상황에 쓰면 가벼워 보임.,트위터(X),[낀세대: Caution] / [외국인: Danger] / [복학생: Caution] 특정 커뮤니티 문법이라 이해하기 어려울 수 있음.,"[10-20대: SNS 유저] 젊은 직원들이 알 수 없는 문장 구조로 말할 때 ""아, 요즘 유행하는 템플릿인가 보네요""라고 반응.",유행/모방,SNS/문화
TheDayAfter,"후유증, 다음 날, 현타, 파티 끝, 여운","큰 행사나 파티, 여행이 끝난 다음 날의 헛헛함이나 피로감.",즐거운 주말이나 축제가 끝난 월요일의 기분을 표현할 때.,"""크리스마스 파티 끝. 오늘은 The Day After 모드네.""","단순히 내일을 뜻하는 'Tomorrow'와는 다르며, 반드시 '사건이 종료된 후의 여파'라는 뉘앙스가 있어야 함.",영화 제목/해시태그,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 행사가 끝난 후의 차분한 분위기를 설명.,"[전 연령대: 직장인] 큰 프로젝트나 회식이 끝난 다음 날 ""다들 더 데이 애프터 증후군 조심합시다""라고 격려.",차분/여운,상태
블랙셔츠소매걷어올리기,"남친짤, 섹시함, 로망, 오피스룩, 팔뚝",여성들이 선호하는 남성 패션의 정석(검은 셔츠 + 소매 걷기).,"남성미를 강조하거나, 이성에게 어필하는 스타일을 말할 때.","""오늘 김 대리님 블랙 셔츠 소매 걷어 올리기 시전하셨네.""",핏이 안 맞는데 억지로 따라 하면 역효과.,인터넷 커뮤니티,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 남성 동료의 스타일이 멋질 때 구체적으로 칭찬하는 팁.,"[20-30대: 미혼 남녀] ""오늘 스타일 완전 블랙 셔츠 소매 걷기 정석이시네요""라고 하면 최고의 칭찬.",설렘/매력,패션
자기이름마킹된폰케이스,"자기애, 커스텀, 힙함, 자존감, 유행",자신의 이름 이니셜을 크게 새긴 폰케이스를 드는 트렌드 (연예인 등).,높은 자존감이나 힙한 스타일을 보여주고 싶을 때.,"""나도 이번에 내 이름 마킹 된 폰케이스 주문했어. 힙하잖아.""","남의 이름을 새긴 케이스는 밈이 아니며, 오직 '자신의 이름'을 당당하게 마킹한 것이 포인트임.",연예인 거울 셀카,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 개성을 중시하는 MZ세대의 소품 트렌드.,"[10-30대: 트렌드] 후배의 폰케이스가 특이할 때 ""오, 자기애 뿜뿜 폰케이스 멋진데요?""라고 관심 표현.",자신감/개성,아이템
절대잃어버리지않는지갑,"튀는 지갑, 못생긴 지갑, 삼성페이, 존재감, 분실 방지",너무 색이 튀거나 디자인이 독특해서(혹은 못생겨서) 절대 잃어버릴 수 없는 지갑.,친구의 특이한 지갑을 놀리거나 본인의 물건을 자랑할 때.,"""이 형광색 지갑 봐라. 이게 바로 절대 잃어버리지 않는 지갑이지.""",진짜 고성능 보안 지갑을 찾는 사람에게 이 밈을 쓰면 대화가 어긋날 수 있으니 '빈 지갑' 맥락인지 확인 필요.,커뮤니티 유머,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 독특한 물건을 가진 사람과 대화할 때 좋은 스몰토크 주제.,"[전 연령대: 일상] 색깔이 화려한 물건을 보며 ""와, 절대 잃어버리지 않겠네요""라고 웃으며 농담.",유머/실용,아이템
효자돌,"팬사랑, 소통왕, 역조공, 돈 아껴줌, 혜자","팬들에게 지극정성으로 잘하거나, 덕질 비용을 아껴주는(혜자스러운) 아이돌.",좋아하는 가수가 팬 서비스를 잘해줄 때 자랑스럽게 부르는 말.,"""우리 오빠는 맨날 라방 켜줘. 진짜 효자돌이야.""",부모님께 효도한다는 뜻이 아니라 '팬에게 효도'한다는 뜻임.,아이돌 팬덤,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 아이돌을 좋아하는 직원과 대화할 때 쓰면 좋은 용어.,"[10-30대: K-POP 팬] ""좋아하는 가수가 소통을 잘해주나 봐요? 완전 효자돌이네""라고 맞장구.",칭찬/애정,아이돌
회멱데,"웹소설, 회귀, 멱살, 데뷔, 클리셰","""회귀자 멱살 잡고 데뷔합니다"" 등 웹소설 제목 줄임말.",웹소설 장르나 특정 작품을 지칭할 때 쓰는 팬덤 용어.,"""요즘 회멱데 읽느라 밤샜어.""",일반인에게 쓰면 외계어 취급받음.,웹소설 팬덤,[낀세대: Danger] / [외국인: Danger] / [복학생: Danger] 서브컬처 매니아가 아니면 알 필요 없는 그들만의 은어.,"[10-20대: 웹소설 팬] 뜻을 묻기보다 ""요즘 인기 있는 소설인가 봐요?"" 하고 넘기는 게 상책.",매니아/덕질,웹소설
망아살,"웹소설, 아이돌물, 망돌, 데뷔, 서바이벌","""망나니 PD 아이돌로 살아남기"" (웹소설 제목 줄임말).",아이돌 육성 장르의 웹소설이나 관련 콘텐츠를 말할 때.,"""망아살 웹툰화 된다며? 대박.""",일반인에게 쓰면 외계어 취급받음.,웹소설 팬덤,[낀세대: Danger] / [외국인: Danger] / [복학생: Danger] 줄임말이 너무 심해 일반 대화에서는 사용 불가.,[10-20대: 서브컬처] 웹소설 제목 줄임말이라는 것만 인지하면 충분.,매니아/덕질,웹소설
복아탑,"웹소설, 복수, 탑등반, 헌터물, 클리셰","""복수하는 김에 아이돌 탑 먹겠습니다"" 류의 웹소설 제목 줄임말.",특정 웹소설 작품을 지칭.,"""복아탑 다음 편 언제 나오냐...""",일반인에게 쓰면 외계어 취급받음.,웹소설 팬덤,[낀세대: Danger] / [외국인: Danger] / [복학생: Danger] 매우 마이너한 줄임말이므로 사용 권장하지 않음.,[10-20대: 매니아] -,매니아/덕질,웹소설
김아싫,"편식, 김치, 싫어함, 호불호, 취향","""김 대리는 아이돌이 싫어."" 류의 소설 제목 줄인말.",김치를 안 먹거나 특정 음식을 거부하는 식성을 말할 때.,"""나 완전 김아싫 입맛이라 한식당은 좀 그래.""",일반인에게 쓰면 외계어 취급받음.,커뮤니티,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 개인의 식성을 유머러스하게 표현.,"[전 연령대: 식사] 김치를 안 먹는 사람에게 ""혹시 김아싫 스타일이세요?""라고 농담(친한 사이만).",취향/유머,음식
불ㅆ조,"불사조, 필터링, 욕설방지, 부활, 끈기","""불사조"" 사이에 쌍시옷(ㅆ)을 넣어 욕설 느낌을 섞거나 필터링 회피.",죽지 않고 살아남는 끈기를 강조하거나(욕설 뉘앙스 포함) 게임 닉네임.,"""나 안 죽어. 완전 불ㅆ조야.""",욕설이 연상되므로 공식적인 자리 사용 금지.,게임 채팅,[낀세대: Danger] / [외국인: Danger] / [복학생: Danger] 비속어가 섞인 표현이므로 점잖은 자리에서는 사용 불가.,[10-20대: 게이머] 게임 중 끈질기게 살아남았을 때 친구들끼리만 사용.,거침/유머,게임/단어
실ㄹㅋ겔,"실리카겔, 밴드, 락스타, 인디밴드, 검색방지",밴드 '실리카겔(Silica Gel)'을 검색 방지(서치방지) 형태로 쓴 것.,밴드 실리카겔의 팬들이 그들을 지칭할 때.,"""오늘 실ㄹㅋ겔 공연 티켓팅 성공했다.""",방습제(Desiccant) 실리카겔과 혼동하지 말 것.,트위터/팬덤,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 요즘 가장 힙한 밴드 이름을 안다는 것만으로도 센스 있음.,"[20-30대: 음악 팬] ""요즘 밴드는 실리카겔이 대세라면서요?""라고 하면 음악 좀 아는 부장님 등극.",힙함/팬덤,음악/밴드
최종수문신템,"가비지타임, 웹툰, 굿즈, 팔토시, 힙함",웹툰 '가비지타임' 캐릭터 최종수의 팔 문신을 따라 한 토시/아이템.,해당 웹툰 팬임을 인증하거나 힙한 패션 아이템으로 착용.,"""나 이번에 최종수 문신템 샀어. 농구할 때 껴야지.""",문신이 아니라 '팔토시'임.,웹툰 '가비지타임',[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 요즘 대세 웹툰을 아는 척하기 좋은 키워드.,"[10-20대: 웹툰 팬] 젊은 직원이 팔토시를 하고 있으면 ""오, 그거 최종수 아이템이야?""라고 물어보면 인싸 확정.",힙함/덕질,웹툰/굿즈
중티,"중티 뜻, 중국 티 유래, 알리 테무 옷 후기, 중국 감성 밈","""중국 티가 난다""의 줄임말. 제품의 디자인, 색감, 소재 등이 중국산 특유의 스타일이거나 품질이 낮아 보일 때 사용함.","알리익스프레스나 테무 등에서 산 옷이 쇼핑몰 사진과 다르거나, 묘하게 촌스러운 포인트가 있어 중국산임을 들켰을 때 사용함.","""직구한 원피스 왔는데 핏이 너무 중티나서 밖에는 못 입고 나갈 듯."" / ""이 카페 인테리어는 예쁜데 소품이 좀 중티나네.""","특정 국가에 대한 편견이나 비하로 비칠 수 있으므로, 공적인 자리보다는 개인적인 구매 후기나 친한 사이에서 사용 권장.","중국 직구 플랫폼(알리, 테무 등)의 이용자가 급증하면서 사진과 실물의 괴리를 표현하는 과정에서 정착됨.",[낀세대: Caution] / [외국인: Caution] / [복학생: Safe],10대 ~ 40대,"비판적, 솔직함, 아쉬움","쇼핑, 패션, 품질 평가"
미묘복음,"고양이, 미묘, 찬양, 집사, 주접","""아름다운 고양이(미묘)의 복음"". 고양이를 신처럼 찬양하는 말.",예쁜 고양이 사진을 보며 주접을 떨 때.,"""오늘자 우리 냥이 사진. 완전 미묘 복음 전파한다.""","종교적인 맥락과는 전혀 상관없는 '반려묘 사랑' 밈이므로, 실제 종교 행사 등에서는 사용 금지.",고양이 커뮤니티,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 고양이 사진을 보여주는 동료에게 최고의 찬사.,"[전 연령대: 애묘인] ""와, 고양이가 너무 예뻐서 미묘 복음 소리 들을 만하네요""라고 칭찬.",찬양/주접,동물
아조씨,"아조씨 밈 뜻, 추성훈 아조씨, 아재 밈, 설레는 아저씨","'아저씨'를 귀엽게 발음한 것. 듬직한 중년 남성의 반전 매력이나, 썰렁하지만 정겨운 아재미를 긍정적으로 표현하는 밈.","추성훈처럼 몸은 좋지만 마음은 여린 아저씨, 혹은 아재 개그를 던지는 직장 상사에게 친근감을 표시할 때 사용함.","""성훈 아조씨 오늘 패션 너무 힙한 거 아님? 진짜 감다살이다!""","비하의 의미가 섞인 '개저씨'와는 정반대의 뉘앙스이므로, 호감이나 친근감이 있을 때만 사용해야 함.","'아재'가 트렌디한 문화로 재해석되면서, 권위적이지 않고 소통하는 중년상을 귀엽게 부르며 시작됨.",[낀세대: Safe] / [외국인: Safe] / [복학생: Safe],전 연령대,"친근함, 유머러스, 포근함","인물 묘사, 캐릭터"
월루,"월루 뜻, 월급루팡 줄임말, 직장인 딴짓 밈, 뤼팽 밈","""월급루팡""의 줄임말. 회사에서 일은 안 하고 딴짓하며 월급을 챙기는 행위 혹은 그런 사람.",업무 시간에 몰래 쇼핑을 하거나 밈을 구경하는 자신의 상태를 동료와 공유하며 '공범 의식'을 느낄 때 사용함.,"""부장님 회의 들어갔다! 지금부터 1시간 동안 월루 가즈아~""",실제 업무 태만으로 큰 지적을 받는 심각한 상황에서는 농담으로라도 쓰지 않는 것이 사회적 지능.,"아르센 뤼팽(괴도) + 월급의 합성어로, 2010년대부터 직장인들의 애환과 해학을 담아 꾸준히 쓰임.",[낀세대: Safe] / [외국인: Safe] / [복학생: Safe],20대 ~ 40대,"해학적, 장난스러움, 공감","직장 생활, 라이프스타일"
밈에진심인사람들,"덕후, 장인, 고퀄, 패러디, 열정",밈을 대충 소비하는 게 아니라 고퀄리티로 재생산하거나 분석하는 사람들.,쓸데없이 고퀄리티인 웃긴 영상을 봤을 때 감탄하며.,"""이 영상 만든 사람 봐. 진짜 밈에 진심인 사람들이다.""","단순히 유행어를 많이 안다고 해서 쓰기보다는, 그 밈을 창의적으로 변주하는 열정에 초점을 맞춤.",유튜브 댓글,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 무언가에 열정적인 사람을 칭찬하는 표현.,"[전 연령대: 유튜브] 회사 홍보 영상 등을 재밌게 만든 직원에게 ""와, 밈에 진심이시네요""라고 칭찬.",감탄/인정,태도
MIIMOFTHEYEAR,"올해의 밈, 결산, 레전드, 대상, 1위","""Meme of the Year"". 그 해 가장 핫했던 밈을 선정하는 말.",연말에 유행어를 정리하거나 최고의 드립을 칭찬할 때.,"""방금 그 드립은 솔직히 MIIM OF THE YEAR 감이다.""",별로 유행하지 않는 개인적인 농담에 쓰면 공감을 얻기 어려움.,연말 결산,[낀세대: Safe] / [외국인: Safe] / [복학생: Safe] 최고의 유머 감각을 칭찬하는 최상급 표현.,"[전 연령대: 유행] 연말 송년회에서 가장 웃긴 사람에게 ""올해의 밈 상 드려야겠어요""라고 농담.",칭찬/결산,평가
